OBJECTID,TEA,SLN,SCHOOLNAME,LEVEL,ADDRESS,CITY,ZIP,PHONE,WEBSITE,POINT_X,POINT_Y,MasterID,Feeder,HIGH_SLN,dem_totp,dem_popwh,dem_popbl,dem_popas,dem_pophi,dem_popm,dem_popf,dem_thh,dem_popse,dem_popch,dem_totp_sd,dem_popwh_sd,dem_popbl_sd,dem_popas_sd,dem_pophi_sd,dem_popm_sd,dem_popf_sd,dem_thh_sd,dem_popse_sd,dem_popch_sd,dem_perwh_sd,dem_perbl_sd,dem_peras_sd,dem_perhi_sd,dem_perm_sd,dem_perf_sd,dem_perse_sd,dem_perch_sd,comm_bbp,comm_bvp,comm_cctrcap,comm_incarpct,comm_juvcrimecap,comm_libcap,comm_ltbvp,comm_ltrvp,comm_ocb,comm_ocbp,comm_parkcap,comm_rcb,comm_rcbp,comm_rvp,comm_u18bbp,comm_evrate,comm_bbp_sd,comm_bvp_sd,comm_cctrcap_sd,comm_incarpct_sd,comm_juvcrimecap_sd,comm_libcap_sd,comm_ltbvp_sd,comm_ltrvp_sd,comm_ocb_sd,comm_ocbp_sd,comm_parkcap_sd,comm_rcb_sd,comm_rcbp_sd,comm_rvp_sd,comm_u18bbp_sd,comm_evrate_sd,econ_cpr,econ_fincap,econ_medinc,econ_paydaycap,econ_pctlwjobs,econ_pctmwjobs,econ_totjobs,econ_pr,econ_pyr,econ_ur,econ_cpr_sd,econ_fincap_sd,econ_medinc_sd,econ_paydaycap_sd,econ_pctlwjobs_sd,econ_pctmwjobs_sd,econ_totjobs_sd,econ_pr_sd,econ_pyr_sd,econ_ur_sd,edu_oostkids,edu_perbach,edu_perearlyed,edu_qeckids,edu_oostkids_sd,edu_perbach_sd,edu_perearlyed_sd,edu_qeckids_sd,fam_affcckids,fam_lcckids,fam_tphh,fam_tphhpct,fam_affcckids_sd,fam_lcckids_sd,fam_tphh_sd,fam_tphhpct_sd,hel_bphigh,hel_castthma,hel_checkup,hel_fruitsveggies,hel_le,hel_mhlth,hel_obesity,hel_perpri,hel_perpub,hel_prtopu,hel_pharmacap,hel_phlth,hel_sleep,hel_stroke,hel_perins,hel_perunin,hel_clincap,hel_groccap,hel_bphigh_sd,hel_castthma_sd,hel_checkup_sd,hel_fruitsveggies_sd,hel_le_sd,hel_mhlth_sd,hel_obesity_sd,hel_perpri_sd,hel_perpub_sd,hel_prtopu_sd,hel_pharmacap_sd,hel_phlth_sd,hel_sleep_sd,hel_stroke_sd,hel_perins_sd,hel_perunin_sd,hel_clincap_sd,hel_groccap_sd,hi_gen,ci_index,eci_index,edi_index,fi_index,hi_index,cri_index,ci_weight,eci_weight,edi_weight,fi_weight,hi_weight,cri_weight,ci_weight_quintile,eci_weight_quintile,edi_weight_quintile,fi_weight_quintile,hi_weight_quintile,cri_weight_quintile
40,200,200,Rhoads Learning Center,Elementary,4401 Second Ave.,Dallas,75210,9727491000,http://www.dallasisd.org/rhoads,-96.74872774,32.7634209,'057905200,Lincoln,9,31779,13205,17193,92,12671,15917,15851,11211,3731,8838,0,0,3,1,0,0,0,0,1,0,0,4,1,1,2,2,3,2,0.500248742653427,0.0926124367629,3.80664350193862,0.0203198317927939,998.969142574887,0.317220291828218,0.0922822673949,0.0480889541886,1147.75904502091,0.275812198662187,0.676269657229786,3520.81202146154,0.498634788027727,0.0525349909225,0.520432432895313,351.797303637494,0,3,4,0,0,3,2,0,4,1,4,3,1,0,0,0,0.435897354833966,1.26888116731287,19711.0537452,1.58610145914109,0.237024221453287,0.349019607843137,8670,0.331447905854253,0.31855402067462,0.0994116928042573,0,2,1,2,2,2,1,0,2,0,3199.44140849875,0.061328453434888,0.492895204262877,1.14224969957114,4,1,3,2,15.9914957939959,21.7027442918516,1237.39110158,0.432144666078636,2,2,0,0,4586.61984053809,1156.92037536632,7114.02094381253,253.369793503,71.0205278117,1858.45531149731,4512.8305258447,0.267010407110999,0.467054692689716,0.571689806975957,3.4894232101104,1980.97120286942,4125.67882917706,621.367197138033,0.714674342833644,0.284914433935406,2.22054204279753,0.951660875484655,0,0,4,0,0,0,0,0,4,0,3,0,4,4,1,3,4,2,6,22,14,73,52,6,17,22,14,73,52,6,14,1,0,3,2,0,0
41,201,201,Rice Learning Center,Elementary,2425 Pine St.,Dallas,75215,9727491100,http://www.dallasisd.org/rice,-96.7621251,32.75648937,'057905201,Lincoln,9,27307,8520,17851,112,6933,13770,13533,10333,2978,6595,0,0,3,1,0,0,0,0,0,0,0,4,1,0,2,2,2,1,0.519658258958475,0.0932260241292,4.07091480251068,0.0238400623280675,1171.91969352003,0.370083163864608,0.0926573373584,0.0847694237952,802.37443865195,0.259042327258429,0.741733967403318,3551.565302675,0.489700995905259,0.0898595774649,0.522465303794509,410.977353471647,0,3,4,0,0,4,2,0,4,2,4,3,2,0,0,0,0.465485465051767,0.740166327729215,20211.0973186,1.85041581932304,0.230080572963295,0.367837958818263,8936,0.343447508509988,0.311525850495442,0.0991083720158306,0,1,1,1,2,2,1,0,2,0,3361.1957532408,0.104882557633754,0.404728789986092,3.08791525332182,4,2,2,4,21.6154067732527,26.2472796532354,704.558515941,0.321501016520479,3,2,0,-1,4750.80257823405,1176.47496496157,7272.97922242494,267.916886504,69.9267256613,1808.51862726471,4552.39271891567,0.307978625391561,0.458374792703151,0.671892587232674,4.07091480251068,1922.20583299568,4181.85181739377,645.820544091646,0.742472821079786,0.257195503961673,2.59058214705225,1.11024949159382,0,0,4,0,0,0,0,0,4,0,4,0,4,4,2,2,4,2,4,20,12,77,21,10,19,20,12,77,21,10,13,0,0,3,1,0,0
42,232,232,Rowe Elementary School,Elementary,4918 Hovenkamp Dr.,Dallas,75227,9727498000,http://www.dallasisd.org/rowe,-96.70673618,32.78543679,'057905232,Skyline,25,57236,37615,14951,339,31333,28943,28293,19616,5265,16688,2,2,3,1,2,2,2,2,2,2,2,2,1,2,3,1,2,2,0.678367526691944,0.135003513591,0,0.00877455780707176,305.050410165787,0.176287317886805,0.131775553677,0.0252937645699,2458.234977837,0.266225390731115,0.245605354340684,4963.1520330341,0.477299870397577,0.0311629221325,0.65235472444639,202.994846546656,2,1,0,2,2,1,0,2,2,2,3,2,2,2,1,2,0.371791097805445,1.93916049675486,26586.1028859,0.881436589434025,0.220008952551477,0.39913458669054,13404,0.239237692531345,0.268104098228093,0.0505929592978942,1,2,2,3,3,3,1,2,2,2,724.93035579522,0.118783737222924,0.298653042266605,0,1,2,0,0,9.64965531840559,12.062069148007,4096.99606016,0.645676732573525,1,1,1,1,3535.09263343838,991.492081924849,6695.02283609204,348.912994147,76.2152844819,1606.05881201217,3762.59099085226,0.43224772338964,0.331706973385236,1.30310110450297,2.25362517250256,1545.70123146492,3679.3033255658,376.974322439904,0.727194264879432,0.272929033167175,0.346711565000394,0.520067347500591,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,26,51,35,55,79,27,43,51,35,55,79,27,37,2,1,2,3,1,1
43,209,209,Silberstein Elementary School,Elementary,5940 Hollis Ave.,Dallas,75227,9727941900,http://www.dallasisd.org/silberstein,-96.72052825,32.76720471,'057905209,Skyline,25,41497,25757,13682,128,24066,20798,20695,12768,4110,13025,1,1,2,1,2,1,1,1,1,2,2,3,1,3,2,2,2,3,0.591593989575016,0.11890425919,0.972796301202961,0.0139192669715586,425.025021561742,0.24319907530074,0.117161502747,0.0346599951187,1842.4406935039,0.277969259403035,0.64485901546806,2946.40745477551,0.478802774593962,0.0387971086054,0.591936774879728,144.825049341591,0,2,3,0,0,2,1,1,3,1,4,3,2,1,0,2,0.391507103487,0,22192.809917,0.48639815060148,0.197276016173654,0.392423919982975,4699,0.280428084242778,0.179555017047771,0.0666458369387411,1,0,1,4,3,2,1,1,3,2,855.179769574677,0.0701512509630591,0.37589928057554,0,1,1,2,0,6.17458317382438,6.94640607055243,2661.34419937,0.590153936023083,1,0,1,1,3893.53244501605,1048.65411028234,6760.84715043815,296.258091312,74.1852901124,1754.64804878259,4095.18509446129,0.339733618510597,0.402586039276687,0.843878290268051,1.45919445180444,1771.292179423,3865.65758137459,468.731560453375,0.714466264825977,0.285606649815283,0.729597225902221,0,1,1,3,0,1,1,1,1,4,1,1,0,3,3,1,3,2,0,17,43,28,57,63,16,30,43,28,57,63,16,27,2,1,2,3,0,1
44,155,155,Tatum Jr. Elementary School,Elementary,3002 N. St. Augustine Rd.,Dallas,75227,9725022000,http://www.dallasisd.org/tatum,-96.65553633,32.763373,'057905155,Skyline,25,58026,38634,16088,459,35410,27688,30328,16788,4013,19922,2,2,3,1,3,2,2,2,1,4,2,2,1,3,0,4,0,4,0.678112814682279,0.0940241791642,0.173345728289371,0.00667237162543397,199.373446277432,0.173345728289371,0.0910171790241,0.0189399311814,3128.1164083881,0.318954443126182,0.0175607160374173,3784.0292714971,0.541310256841027,0.023247321296,0.675130341437726,183.139761937721,2,3,1,2,3,1,2,2,0,0,0,2,0,2,2,2,0.356902715544533,0.173345728289371,23494.2963177,0.346691456578742,0.206926854484363,0.3901783406565,19345,0.254513030783008,0.354553417948646,0.0499005175026048,2,0,1,4,3,2,2,1,1,2,541.961219406598,0.0580194991397438,0.22439893143366,0,0,1,0,0,3.55550940566653,4.06343932076175,4187.97870526,0.576621104022797,1,0,1,1,3552.17086585376,1026.69185839594,6618.78482190823,355.942604298,75.504078859,1741.02814455849,3992.84532683661,0.38226151827036,0.371330386129723,1.02943775287169,1.56011155460434,1628.09294327765,3801.69464367732,374.808421644934,0.722352697382054,0.277509152448712,0.173345728289371,0.520037184868113,2,1,2,2,2,1,1,1,3,1,1,1,3,2,2,2,1,0,23,59,33,43,58,23,40,59,33,43,58,23,34,2,1,2,2,1,1
45,247,247,Callejo Elementary School,Elementary,7817 Military Pkwy,Dallas,75227,9728925700,http://www.dallasisd.org/callejo,-96.68666861,32.77139754,'057905247,Skyline,25,57496,38990,15158,438,35675,28529,28960,17324,4704,18664,2,2,3,1,3,2,2,2,2,3,2,2,1,3,2,2,1,4,0.660203594971841,0.115749469757,0.175598048680103,0.00844954346586796,243.117582394786,0.175598048680103,0.112583189474,0.0201522698381,2729.1455801835,0.284040458609528,0.179688784067206,4057.66993417653,0.525527505359249,0.0246523275382,0.652916534842961,193.070054523773,2,2,1,2,2,1,2,2,1,0,2,2,0,2,1,2,0.374200183312661,1.05358829208062,24152.8836265,0.877990243400513,0.238324550245321,0.399736507359622,22012,0.253313766349913,0.243346623900141,0.0412968689594421,1,1,1,3,2,3,2,1,2,3,646.308775377768,0.0719260400616333,0.229609929078014,0,1,1,0,0,7.57181828894456,8.65350661593664,4246.60631492,0.624934306507567,1,1,1,1,3556.60844089173,1003.2765793304,6660.88227042963,348.225756729,75.9135551736,1674.63303538592,3911.04407042692,0.399390190477859,0.342141693097587,1.16732394366197,2.09864159617897,1593.61131519135,3787.45700431135,375.739168342939,0.710217814148282,0.289764662589588,0.349773599363162,0.699547198726324,2,1,2,2,2,1,1,2,2,1,2,2,3,2,1,3,2,1,24,51,35,48,86,23,43,51,35,48,86,23,35,2,1,2,4,1,1
46,162,162,Mockingbird Elementary School,Elementary,5828 E. Mockingbird Lane,Dallas,75206,9727497200,http://www.dallasisd.org/mockingbird,-96.76734035,32.83562313,'057905162,Wilson,22,79287,66846,3442,4590,12351,38978,40320,37374,8385,13298,4,4,0,4,0,4,4,4,4,2,4,0,4,0,2,2,2,0,0.921567817635014,0.0527082959482,0.130790293956621,0.00259072073168951,66.4819449730282,0.392370881869862,0.050006816739,0.00838855468577,4260.378572668,0.255054060909773,0.0240840976096844,7281.719277653,0.352154796226148,0.0120420876939,0.938927858170078,68.2071382983777,4,4,0,4,4,4,4,4,0,2,0,0,4,3,4,4,0.0914635508810478,3.92370881869862,61906.8396364,1.30790293956621,0.267446645893351,0.313892645070257,51027,0.0938991741116016,0.191364826687422,0.0268764190388338,4,4,4,2,1,0,3,4,3,4,1198.06653498555,0.420966450120139,0.702479338842975,0,2,4,4,0,2.28929911143737,22.1298914105612,6128.52423396,0.795051282992609,0,2,2,2,1877.32116244088,631.871597088579,5139.64190945902,471.061278151,82.0083728405,851.325851066058,2081.06921170287,0.828140589282782,0.152675515590861,5.42418727769046,3.26975734891552,646.869983740923,2334.04123012787,138.702224910982,0.915787878405173,0.0839216478700698,0.261580587913242,1.70027382143607,4,4,0,4,4,4,4,4,0,4,3,4,0,0,4,0,1,4,80,97,80,97,93,96,96,97,80,97,93,96,99,4,3,4,4,4,4
47,174,174,Geneva Heights Elementary School,Elementary,2911 Delmar Ave.,Dallas,75206,9727497400,http://www.dallasisd.org/genevaheights,-96.76636546,32.82416138,'057905174,Wilson,22,84869,69567,5778,4073,20568,42534,42340,39789,8000,14525,4,4,1,4,1,4,4,4,4,2,4,0,4,0,2,2,2,0,0.869495745169425,0.0639105424573,0.243344893010487,0.00304797423436451,122.227845566802,0.243344893010487,0.0603236765392,0.0113269174311,4007.222227007,0.250801616372808,0.0347854160401804,8980.044423965,0.377124040526009,0.0155800794928,0.846245689300639,132.379621797705,4,4,1,3,4,2,4,3,0,2,1,0,4,3,4,3,0.203409658274643,3.04181116263109,55881.3676803,1.46006935806292,0.270464216634429,0.316363636363636,51700,0.134628749523084,0.180635833292628,0.0315891647402716,4,3,4,2,1,0,3,4,3,4,1438.66367657256,0.36320286111663,0.677852348993289,0.699059123699008,2,4,4,2,3.49529561849504,22.3698919583682,5389.6199708,0.694804404263448,1,2,2,1,2257.15622693606,736.384238417587,5731.64499472797,452.74387185,81.2197594484,1076.36310157112,2576.49893526014,0.732867496045891,0.183163759118057,4.00115994329166,2.55512137661012,867.569424647085,2753.30276506731,180.108731170395,0.867283586317604,0.132586577276268,0.243344893010487,1.70341425107341,4,4,0,4,4,4,4,4,0,4,2,4,0,0,4,0,1,4,63,81,65,100,92,73,67,81,65,100,92,73,80,4,3,4,4,3,3
48,177,177,Lipscomb Elementary School,Elementary,5801 Worth St.,Dallas,75214,9727947300,http://www.dallasisd.org/lipscomb,-96.75702231,32.80716173,'057905177,Wilson,22,74743,58491,7941,2371,28469,38519,36206,33419,6437,15121,4,4,1,3,2,4,4,4,3,2,3,1,3,1,4,0,1,0,0.800301900140844,0.0843434066706,0.672563608679978,0.00497079909581836,245.560844365842,0.134512721735996,0.080971875272,0.0183651371684,2849.105369313,0.246387908174018,0.187753896775716,8697.061411615,0.397965747178655,0.0226433966134,0.755131400642155,162.424111496215,3,3,2,3,2,1,3,2,1,3,2,0,4,2,3,2,0.314724295931752,3.0937925999279,44606.5539072,1.47963993909595,0.15992171977472,0.293192309416035,66939,0.1905120593796,0.263707822880058,0.0403878950232091,2,3,4,2,4,0,4,3,2,3,1515.04109054595,0.289795531995456,0.572365544381286,0.668302201387715,2,4,4,2,4.00981320832629,21.3856704444069,4273.31790198,0.613741637191579,1,2,1,1,2742.27386960246,856.011060556974,6317.86628224685,401.717154406,79.2324492142,1354.70202832666,3187.08645841649,0.590511173970748,0.236362661375732,2.4983268107311,3.22830532166389,1167.33457744824,3237.72823914345,244.445381873706,0.798023943265454,0.201707935060931,0.672563608679978,1.47963993909595,4,3,2,3,4,3,3,4,0,4,3,4,1,0,3,1,2,4,43,62,44,91,87,46,51,62,44,91,87,46,56,3,2,4,4,2,2
49,184,184,Milam Elementary School,Elementary,4200 McKinney Ave.,Dallas,75205,9727495600,http://www.dallasisd.org/milam,-96.79015005,32.81637614,'057905184,North Dallas,24,105444,84630,8453,5910,22346,54739,50713,56363,9926,13787,4,4,1,4,2,4,4,4,4,2,3,1,4,0,4,0,2,0,0.871719638247267,0.0916244989486,0.576964742581752,0.00258454146901252,172.358677707077,0.192321580860584,0.0826268814499,0.0127326867703,4782.808491852,0.256207860773762,0.0319921338327504,13223.185277666,0.350701058455394,0.0177332060704,0.80511460311983,162.559816222408,4,3,2,4,3,2,3,3,0,2,0,0,4,3,4,2,0.241802656358548,5.09652189280547,59030.0105037,1.44241185645438,0.159801845137667,0.263603403094375,139285,0.130419291196626,0.108061513593008,0.0280182902764257,3,4,4,2,4,0,4,4,4,4,1441.36261056955,0.385445886474424,0.642506811989101,0,2,4,4,0,3.67132605850625,21.2936911393362,4736.96156965,0.643340823617819,1,2,1,1,2021.7097165132,696.705687051297,5436.50430667568,455.894003383,80.3713071998,1005.53835052073,2412.75920520547,0.756281216172589,0.170822492736009,4.42729294052251,3.75027082678138,765.634983693541,2647.07999671342,154.414150756062,0.87964563116015,0.120259414702699,0.673125533012043,1.53857264688467,4,4,0,4,4,4,4,4,0,4,3,4,0,0,4,0,2,4,69,72,73,92,87,81,77,72,73,92,87,81,82,3,3,4,4,4,4
50,203,203,Rogers Elementary School,Elementary,5314 Abrams Rd.,Dallas,75214,9727948800,http://www.dallasisd.org/rogers,-96.75169716,32.85205256,'057905203,Hillcrest,6,76379,56183,9244,5943,15343,37982,38408,34488,7950,15687,4,4,2,4,1,4,4,4,4,2,3,1,4,0,2,2,2,0,0.859573995555287,0.0902147322054,0.270558972974406,0.00304965732083354,129.083616280983,0.270558972974406,0.082109279411,0.00737200794453,2965.667580558,0.240392449657998,0.21330124943675,9245.590276594,0.417202401866104,0.0106713662869,0.867147016549307,127.433276270945,4,3,1,3,4,2,3,4,1,3,2,0,4,4,4,3,0.231763098323248,3.51726664866728,55526.3286088,2.16447178379525,0.290552027357108,0.310405471421593,51175,0.155479209114805,0.200556605214966,0.0386115920995563,4,3,4,1,1,0,3,4,3,4,1399.58453954333,0.345753096901169,0.533002481389578,0.647955805344136,2,4,4,2,1.94386741603241,15.5509393282593,6142.34468051,0.759335317593411,0,1,2,2,2499.32220934781,782.352691521608,6021.0536681145,448.610056277,81.9431373704,1163.41295054835,2712.10865731852,0.694135875416897,0.21966175582342,3.16002151951701,4.1936640811033,954.026328635804,2927.15517750337,209.524644045878,0.84779012053888,0.152104834685785,0.946956405410421,1.62335383784644,4,4,1,4,4,4,4,4,0,4,4,4,0,0,4,0,3,4,56,88,54,89,86,64,70,88,54,89,86,64,74,4,2,4,4,3,3
51,281,281,Chavez Learning Center,Elementary,1710 N. Carroll,Dallas,75204,9729251000,http://www.dallasisd.org/chavez,-96.78056439,32.80372416,'057905281,North Dallas,24,101973,80053,10141,5148,27018,53197,48777,54655,8970,12999,4,4,2,4,2,4,4,4,4,2,3,1,4,0,4,0,1,0,0.848022461102526,0.107376230726,0.492757141131035,0.00364251616127402,241.91372144607,0.394205712904828,0.096553027544,0.0157719676886,3882.399062654,0.248805700097192,0.0518630161755359,13675.037681124,0.350133965637541,0.0216271121688,0.754454441767833,216.714590669429,4,2,2,3,2,4,2,3,0,2,1,0,4,2,3,1,0.3382117372633,7.78556282987035,48819.3300927,1.57682285161931,0.137138709645346,0.239970370959563,201154,0.158071403330804,0.128589795066775,0.0313782079133815,2,4,4,2,4,0,4,4,4,4,2076.09181843342,0.364558579276862,0.591825307950728,0.77872911419108,4,4,4,2,3.8936455709554,27.2555189966878,3615.25960281,0.565568427020748,1,2,1,1,2338.62443869732,796.104042342505,6089.42987226581,428.145508106,78.8344012302,1177.50114257013,2796.06410023804,0.702669247168162,0.192525714959377,3.64974230749605,4.73046855485793,921.424184233225,3010.97414714313,187.543598252812,0.85578009411626,0.14407254221969,1.08406571048828,1.77392570807172,4,4,1,4,3,4,4,4,0,4,4,4,0,0,4,0,3,4,55,60,55,95,89,63,58,60,55,95,89,63,67,2,2,4,4,3,3
52,145,145,Foster Elementary School,Elementary,3700 Clover Lane,Dallas,75220,9727948100,http://www.dallasisd.org/foster,-96.85376516,32.86996983,'057905145,Jefferson,7,58548,52362,2095,803,28874,31131,27411,20192,5082,15535,2,3,0,2,2,2,2,2,2,2,4,0,2,2,4,0,1,2,0.717198274110401,0.0968585311189,0.34285768983604,0.00230121949779838,197.839165363284,0.17142884491802,0.0943480674251,0.011337592652,2350.347666904,0.260840170228478,0.050185491299724,4963.354704084,0.44363832790244,0.0142950789142,0.707251610789955,132.257353854252,2,2,1,4,3,1,2,3,2,2,1,2,3,3,2,3,0.253574503174103,1.02857306950812,44023.3377467,2.74286151868832,0.163987387573659,0.249353871601365,38692,0.159133916705446,0.291383663048948,0.044135993081598,3,1,4,0,4,0,2,3,2,3,615.248340852658,0.18014666808375,0.43368291178285,0.649681458133746,1,2,2,2,3.89808874880248,7.14649603947121,5287.01204033,0.752335144275538,1,0,2,2,2894.88828527604,863.329043854781,6195.63118682186,448.437190846,80.7658304421,1564.0327519471,3453.48309346028,0.425081210463327,0.252624380235938,1.68266107200866,1.54285960426218,1416.37870006912,3375.67171420369,257.503473158542,0.635681313044965,0.364028038981022,0.34285768983604,1.02857306950812,3,3,2,4,4,2,2,2,0,2,1,2,2,1,0,4,2,2,38,67,39,72,100,33,46,67,39,72,100,33,49,3,1,3,4,1,2
53,168,168,Knight Elementary School,Elementary,2615 Anson Rd.,Dallas,75235,9727495300,http://www.dallasisd.org/knight,-96.85181791,32.83686461,'057905168,North Dallas,24,42015,32716,5403,1301,18337,22947,19061,16474,3585,8168,1,2,1,2,1,1,0,2,0,0,3,1,3,2,4,0,1,0,0.750721121559826,0.128756012994,1.75181167916447,0.00280128833643759,210.121550107117,0.500517622618421,0.125028866797,0.00786809355277,1270.970331783,0.260539465798456,0.14659695708829,4831.4102818737,0.416389503098862,0.00943445064593,0.704901693838133,160.415898049204,3,1,4,3,2,4,1,4,4,2,2,2,4,4,2,2,0.255052345375314,6.25647028273026,24170.0239069,4.00414098094737,0.131791763681283,0.253976858681549,112526,0.170654217159152,0.20355167104606,0.0422226974651996,3,4,1,0,4,0,4,3,3,3,2280.88408213823,0.197673627644378,0.512223515715949,2.48327063923596,4,3,3,4,7.44981191770788,14.8996238354158,2535.63868086,0.723904735836481,1,1,1,2,2832.81155681906,833.413751501011,6215.49431429899,403.632585093,79.3859186212,1441.75021186418,3359.50322932538,0.499388127169651,0.24212682000949,2.06250644662197,8.50879958451315,1273.98732292351,3362.34705208468,247.998721631344,0.696036562523414,0.303913488674109,2.5025881130921,1.50155286785526,3,3,2,3,4,2,2,2,0,3,4,3,2,0,1,3,4,4,40,63,42,81,79,39,49,63,42,81,79,39,51,3,2,4,3,1,2
54,181,181,Maple Lawn Elementary School,Elementary,3120 Inwood Rd.,Dallas,75235,9729252500,http://www.dallasisd.org/maplelawn,-96.82985703,32.82588427,'057905181,North Dallas,24,56509,44242,6122,2921,13984,29776,26733,27644,6517,8412,2,2,1,4,1,2,2,4,3,0,3,1,4,0,4,0,3,0,0.857748928686719,0.114043658458,1.45334954308277,0.00243798821679941,218.387627073116,0.545006078656037,0.106982824561,0.0103146329986,2870.627042388,0.262844937181312,0.0452095094245663,6270.924325893,0.374817848129647,0.0126833025212,0.80980809442062,146.334132119146,4,2,4,4,2,4,2,3,1,2,1,1,4,3,4,2,0.158343452462404,5.08672340078968,40398.4587433,1.9983556217388,0.131590750076245,0.262616386501857,111482,0.122255231322631,0.0917638011745433,0.0279999574463247,4,4,3,1,4,0,4,4,4,4,2074.16532012098,0.321461375952971,0.617558022199798,1.20591006983778,4,4,4,3,7.23546041902666,15.6768309078911,3039.57733427,0.727342446949046,1,1,1,2,2321.26119406124,668.331665484764,5387.93657660439,431.169311804,79.5313572503,1004.17417601018,2533.20646486238,0.708176785552228,0.203103729921045,3.48677390527257,9.08343464426729,870.909652542231,2662.17184024447,191.3428564427,0.845085760958345,0.154805336237408,2.36169300750949,1.9983556217388,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,0,4,4,64,75,74,95,82,69,70,75,74,95,82,69,77,3,3,4,4,3,3
55,283,283,Medrano Elementary School,Elementary,2221 Lucas Dr.,Dallas,75219,9727943300,http://www.dallasisd.org/hopemedrano,-96.82713676,32.80863285,'057905283,North Dallas,24,70953,55366,7992,3937,17424,38140,32821,37971,6691,7529,3,4,1,4,1,4,3,4,3,0,3,1,4,0,4,0,2,0,0.857914951516346,0.113937177197,0.871979403234389,0.00288292861814655,192.088320927377,0.145329900539065,0.105102470512,0.0121671366146,2744.412004529,0.244000839640256,0.226674107262574,8984.567450241,0.336088334528691,0.0151926150071,0.738798878968088,175.776514701999,4,2,3,3,3,1,2,3,1,3,3,0,4,3,2,2,0.257368014218523,6.97583522587511,38389.6546418,1.88928870700784,0.126835001196357,0.252227336063843,142098,0.127176947705635,0.0867205716443096,0.0274695004749587,3,4,3,1,4,0,4,4,4,4,1392.1801184201,0.355845548802288,0.628140703517588,0,2,4,4,0,5.41177888598679,16.2353366579604,2281.96709383,0.631211629304181,1,1,1,1,2275.16128713263,746.82627085779,5877.61566565365,413.81549274,78.4749899469,1095.64685146467,2659.72937236557,0.724182987557891,0.180054878845512,4.02201257861635,7.41182492749231,876.194161705902,2901.90934958317,184.633725289547,0.851899708183917,0.148027700750592,1.88928870700784,1.16263920431252,4,4,1,3,3,4,4,4,0,4,4,4,0,0,4,0,4,2,60,69,65,89,78,67,65,69,65,89,78,67,72,3,3,4,3,3,3
56,188,188,Mount Auburn STEAM Academy Elementary School,Elementary,6012 E. Grand Ave.,Dallas,75223,9727498500,http://www.dallasisd.org/mountauburn,-96.74402702,32.79583042,'057905188,Wilson,22,61611,44800,11669,1145,27268,31134,30450,24925,5817,14710,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,1,2,1,0.724178159681924,0.104293637084,1.3053986717751,0.0076034309963838,398.255260004354,0.163174833971888,0.100358486185,0.0303430477652,2215.358199643,0.24460781781221,0.279654674877602,6734.2219960334,0.42427658897316,0.0353963020098,0.690205905886715,202.418381542127,2,2,4,2,0,1,2,1,2,3,3,1,3,1,2,2,0.353620105993933,2.6107973435502,34056.1019773,1.3053986717751,0.270750863964813,0.363933396167138,15915,0.229282410364575,0.338874579646348,0.0552474827936918,2,2,2,2,1,2,2,2,1,2,1488.93229989281,0.21589742365273,0.435538387252535,1.36976292538437,2,3,2,3,6.16393316422965,15.067392179228,3595.35826352,0.59644788889696,1,1,1,1,3239.9555174154,938.879747452625,6501.33592106132,353.977104476,76.729672165,1529.95097184905,3573.89224520181,0.480272906387898,0.306661456043509,1.56613391387458,2.6107973435502,1437.01799516249,3486.77914126716,339.030133254037,0.759660006838943,0.240356276358426,1.3053986717751,1.63174833971888,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,32,57,34,75,83,37,45,57,34,75,83,37,46,2,1,3,4,1,2
57,202,202,Roberts Elementary School,Elementary,4919 E. Grand Ave.,Dallas,75223,9727498700,http://www.dallasisd.org/oranroberts,-96.75421064,32.7884957,'057905202,Madison,32,62753,42108,15407,1386,27142,32092,30633,25974,6022,14223,2,2,3,2,2,3,2,3,2,2,2,2,2,2,3,1,2,1,0.682740074188206,0.0992062883112,1.60852933658098,0.00825873385426457,514.616768761847,0.321705867316197,0.096320650758,0.0346808467497,1945.317720086,0.255116860317953,0.231753380479154,8085.8238484144,0.440606885086475,0.0390919691225,0.6423244412102,275.219369489006,2,2,4,2,0,3,2,1,3,2,3,0,3,1,1,0,0.407799083972566,2.25194107121338,28274.6297405,1.76938227023908,0.146961539032024,0.279327785935715,67419,0.266962491251061,0.305580721167256,0.0617957026461959,1,2,2,2,4,0,4,1,2,2,2166.68679173721,0.196023190295467,0.43372216330859,1.42404652759593,4,3,2,3,9.96832569317152,22.0727211777369,2857.96487433,0.516243793618915,1,2,1,1,3412.11615956327,971.599286838661,6545.1445413144,325.847233652,74.4099913796,1600.51902596709,3743.36178126212,0.434278948463175,0.33339733435735,1.30258674473293,4.82558800974295,1517.69922444229,3613.11701349249,378.592388627258,0.744347909566553,0.255572089153426,1.76938227023908,1.28682346926479,2,2,2,1,1,2,2,2,2,2,4,2,2,2,2,2,4,3,27,52,39,74,86,33,45,52,39,74,86,33,44,2,1,3,4,1,2
